,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
FOGBR05TW3,12.74,1.78,0.95,11.09,1.07,10.8,-7.99,-6.83,22.55,4.21,28,1,50,172,93.72,62.45,88.49,3.59 Bil,10.47,20.44,27.47,20.55,18.01,71.29,32.86,83.4,85.96,54.08,86.44,15.62,15.33,94.9,65.59,43.51,93.99,17.93,4.16,47.22,71.09,21.09,92.35,14.47,14.21,31.85
F00000YOJO,14.09,1.98,1.05,8.84,1.72,10.66,-1.35,-2.41,26,-0.47,376,15,22,,,52.8,77.84,14.49 Bil,25.01,26.64,37.18,6.73,1.34,57.75,35.37,80.8,53.37,26.04,63.62,9.96,3.77,50.33,15.11,10.51,37.41,49.6,23.02,65.32,29.55,19.94,88.12,34.43,28.53,37.89
F0000001U8,14.09,1.98,1.05,8.84,1.72,10.66,-1.35,-2.41,26,-0.47,376,15,22,,,52.8,77.84,14.49 Bil,25.01,26.64,37.18,6.73,1.34,57.75,35.37,80.8,53.37,26.04,63.62,9.96,3.77,50.33,15.11,10.51,37.41,49.6,23.02,65.32,29.55,19.94,88.12,34.43,28.53,37.89
F00000JRPL,13.57,1.16,0.71,7.4,1.16,10.12,-19.41,-3.01,1.18,1.89,51,1,45,140.42,,62.23,82.51,9.38 Bil,0.76,55.29,30.61,12.25,0.05,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000ZW92,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55,179,56,19,199.72,,60.63,85.35,5.16 Bil,4.17,22.73,45.78,22.84,0.22,16.28,4.33,30.64,92.49,82.48,96.03,2.33,1,5.95,14.56,7.46,32.15,6.66,4.27,26.18,13.23,12.58,70.93,18.3,15.42,23.96
F0GBR06A4M,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55,179,56,19,199.72,,60.63,85.35,5.16 Bil,4.17,22.73,45.78,22.84,0.22,16.28,4.33,30.64,92.49,82.48,96.03,2.33,1,5.95,14.56,7.46,32.15,6.66,4.27,26.18,13.23,12.58,70.93,18.3,15.42,23.96
F00000OYMI,16.49,1.96,1.59,11.15,2.22,11.06,-6.07,-4.49,1.23,-0.54,437,27,,-7.89,,44.32,68.66,47.22 Bil,48.96,39.19,10.95,0,0,52.68,50.74,70.73,34.5,22.79,39.33,68.45,38.42,70.04,64.13,51.18,70.05,66.21,49.11,86.23,49.81,37.31,63.24,76.37,74.9,81.05
F00000OYMK,16.49,1.96,1.59,11.15,2.22,11.06,-6.07,-4.49,1.23,-0.54,437,27,,-7.89,,44.32,68.66,47.22 Bil,48.96,39.19,10.95,0,0,52.68,50.74,70.73,34.5,22.79,39.33,68.45,38.42,70.04,64.13,51.18,70.05,66.21,49.11,86.23,49.81,37.31,63.24,76.37,74.9,81.05
F00000HL56,19.49,2.45,1.41,10.58,2.08,10.08,-1.13,-1.57,16.29,1.77,20,9,56,13.06,,71.17,95.15,13.37 Bil,21.41,41.21,34.34,0,0,56.17,22.69,67.27,55.62,31.21,86.26,58.86,24.38,89.41,81.74,16.98,82.23,65.48,12.83,83.34,41.49,15.05,68.11,33.09,27.86,42.72
F00000HL58,19.49,2.45,1.41,10.58,2.08,10.08,-1.13,-1.57,16.29,1.77,20,9,56,13.06,,71.17,95.15,13.37 Bil,21.41,41.21,34.34,0,0,56.17,22.69,67.27,55.62,31.21,86.26,58.86,24.38,89.41,81.74,16.98,82.23,65.48,12.83,83.34,41.49,15.05,68.11,33.09,27.86,42.72
F00000ZRHA,18.74,1.89,1.95,15.67,1.33,10.86,-9.79,-2.73,6.39,2.17,42,8,39,26.26,,53.58,78.45,46.83 Bil,45.28,43.8,9.37,0,0,27.04,22.28,62.47,74.54,40.51,83.37,72.66,10.33,88.66,48.25,14.48,83.12,49.97,26.4,84.79,30.16,17.54,46.77,75.44,48.18,75.44
F00000V7UX,20.29,2.18,1.96,13.06,1.77,11.65,-9.58,-4.99,7.89,2.22,52,1,32,,,43.95,69.53,48.13 Bil,46.71,45.21,7.33,0,0,29.7,16.7,60.08,61.59,40.84,90.06,35.89,6.23,40.86,37.99,23.21,64.63,59.99,39.02,86.82,41.98,30.06,77.33,78.23,48.23,81.2
F00000Z9NI,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75,52,10,,93.31,,56.4,77.47,38.00 Bil,39.02,46.56,10.57,0.93,0,74.15,47.41,78.53,26.76,25.01,66.64,84.37,32.93,86.43,57.6,28.14,65.56,61.79,41.29,93.41,47.18,33.31,78.17,69.45,66.38,86.9
F000000EVD,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75,52,10,,93.31,,56.4,77.47,38.00 Bil,39.02,46.56,10.57,0.93,0,74.15,47.41,78.53,26.76,25.01,66.64,84.37,32.93,86.43,57.6,28.14,65.56,61.79,41.29,93.41,47.18,33.31,78.17,69.45,66.38,86.9
F000010F5D,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17,52,8,,56.04,,56.59,77.54,38.13 Bil,39.99,46.11,10.59,0.93,0,73.72,48.5,78.55,26.53,24.95,66.68,84.55,31.41,86.45,58.79,28.15,65.61,62.17,41.38,93.18,46.19,33.37,78.22,68.53,66.39,86.49
FOGBR05U13,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17,52,8,,56.04,,56.59,77.54,38.13 Bil,39.99,46.11,10.59,0.93,0,73.72,48.5,78.55,26.53,24.95,66.68,84.55,31.41,86.45,58.79,28.15,65.61,62.17,41.38,93.18,46.19,33.37,78.22,68.53,66.39,86.49
F000001GEN,19.03,2.15,2.24,12.85,1.74,12.52,1.02,-9.4,-1.56,-0.59,35,1,36,,,54.03,74.91,40.24 Bil,51.94,30.49,14.5,0,0,23.91,15.16,40.1,66.38,56.36,86.88,40.69,9.54,77.63,21.99,16.43,89.96,46.5,28.22,86.13,67.47,31,79.94,67.42,54.04,75.2
F00000XH8D,19.03,2.15,2.24,12.85,1.74,12.52,1.02,-9.4,-1.56,-0.59,35,1,36,,,54.03,74.91,40.24 Bil,51.94,30.49,14.5,0,0,23.91,15.16,40.1,66.38,56.36,86.88,40.69,9.54,77.63,21.99,16.43,89.96,46.5,28.22,86.13,67.47,31,79.94,67.42,54.04,75.2
F0GBR05ADV,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182,0,19,73.81,,49.73,71.35,17.78 Bil,25.39,31.09,36,7.52,0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67
F0GBR04IIL,14.86,1.39,1.14,8.82,1.83,12.24,-4.94,-2.85,17.28,-0.12,182,0,19,73.81,,49.73,71.35,17.78 Bil,25.39,31.09,36,7.52,0,53.22,30.33,89.33,57.98,16.9,57.98,30.35,18.03,92.53,29.06,5.32,89.8,37.68,13.6,69.25,31.88,14.67,71.74,39.65,36.7,64.67
F0GBR05S31,17.78,2.38,1.45,9.68,2.55,9.39,0.11,-0.78,14.5,0.62,189,7,14,-13.9,,57.46,79.47,25.67 Bil,26.47,43.16,26.84,0.1,0,45.37,26.83,50.23,30.8,30.8,77.37,76.23,7.68,87.51,44.8,17.07,58.98,83.99,31.06,91.46,51.96,25.34,70.9,49.45,29.04,50.55
F0GBR05ZDA,17.78,2.38,1.45,9.68,2.55,9.39,0.11,-0.78,14.5,0.62,189,7,14,-13.9,,57.46,79.47,,26.47,43.16,26.84,0.1,0,45.37,26.83,50.23,30.8,30.8,77.37,76.23,7.68,87.51,44.8,17.07,58.98,83.99,31.06,91.46,51.96,25.34,70.9,49.45,29.04,50.55
F0GBR04VDE,15.12,1.72,1.23,10.02,2.02,12.65,-6.97,-4.08,8.96,-2.06,392,25,14,,,46.85,68.62,20.40 Bil,28.41,35.59,28.63,4.23,0,56.63,41.85,74.98,56.91,24.52,60.17,38.78,26.41,75.49,61.29,47.27,67.26,32.95,29.72,49.55,26.97,25.71,57.91,41.19,38.13,59.35
F0GBR058S0,15.12,1.72,1.23,10.02,2.02,12.65,-6.97,-4.08,8.96,-2.06,392,25,14,,,46.85,68.62,20.40 Bil,28.41,35.59,28.63,4.23,0,56.63,41.85,74.98,56.91,24.52,60.17,38.78,26.41,75.49,61.29,47.27,67.26,32.95,29.72,49.55,26.97,25.71,57.91,41.19,38.13,59.35
F00000YENN,16.68,1.59,1.45,9.84,1.59,10.61,-7.96,-3.91,2.95,-0.28,54,26,29,,,49.66,70.39,37.55 Bil,38.39,48.14,8.61,0,0,68.48,29.58,68.48,70.32,57.2,82.47,47.11,17.23,76.92,82.02,30.86,82.02,36.83,25.11,61.78,25.29,15.67,47.88,67.15,42.73,67.15
F000010L54,19.39,2.78,2.26,15.29,1.64,8.8,-11.11,-2.43,8.98,1.02,31,17,46,,,49.42,72.06,22.78 Bil,34.39,28.38,32.53,2.05,0.73,24.48,22.6,48.6,65.23,30.92,72.91,59.7,25.55,82.94,65.89,15.38,73.66,33.59,22.52,59.89,61.56,32.18,86.84,47.3,39.73,58.78
F000010L52,19.39,2.78,2.26,15.29,1.64,8.8,-11.11,-2.43,8.98,1.02,31,17,46,,,49.42,72.06,22.78 Bil,34.39,28.38,32.53,2.05,0.73,24.48,22.6,48.6,65.23,30.92,72.91,59.7,25.55,82.94,65.89,15.38,73.66,33.59,22.52,59.89,61.56,32.18,86.84,47.3,39.73,58.78
F0GBR04BW8,18.62,2.45,2.04,14.75,2.32,6.57,-2.68,-1.61,3.75,4.5,50,12,44,30.14,,50.34,72.71,36.85 Bil,39.41,41.19,17.17,0,0,39.61,39.61,78.75,30.78,22.39,67.37,86.93,25.97,87.62,56.22,30.4,78.66,91.48,61.76,93.32,83.05,42.74,83.52,64.93,58.26,77.44
F00000OM8B,20.22,3.32,2.53,14.21,2.1,10.03,-3.34,-1.85,-0.04,-0.84,45,1,33,14.38,,47.86,72.76,60.83 Bil,57.41,38.81,2.88,0,0,22.83,22.83,66.27,37.35,23.62,67.39,71.27,19.4,82.6,45.74,26.97,72.3,83.25,47.17,93.78,73.25,43.31,87.77,87.83,64.78,88.91
F00000YXCI,16.01,1.6,1.62,13.9,1.39,19.58,-33.22,4.13,17.32,11.83,34,2,45,,,65.35,89.23,6.99 Bil,19.42,17.29,29.24,26.35,6.67,24.62,17.35,26.61,73.76,71.37,85.6,53.2,40.99,96.05,11.72,11.72,32.59,14.23,9.78,27.81,63.98,35.54,89.16,27.83,15.57,29.37
F00001154P,16.25,1.95,1.45,10.01,2.49,9.42,-2.73,-3.18,7.72,0.65,257,73,14,,,40.24,63.65,33.32 Bil,34.65,37.25,18.48,0.23,0,55.37,35.34,62.79,31.42,26.5,50.75,67.57,23.97,67.57,37.6,28.22,55.72,76.82,46.99,87.02,46.44,32.1,62.73,59.34,46.23,65.23
F00000ZMH7,14.92,1.93,1.36,10.75,2.34,9.98,-4.46,-5.28,1.16,-0.61,185,4,23,,,45.19,67.05,28.29 Bil,37.08,26.21,25.63,3.76,0.05,63.99,47.58,75.96,27.49,21.45,46.29,41.61,9.54,55.19,49.25,33.97,72.32,72.88,28.87,87.63,29.82,20.76,63.74,56.77,50.77,73.74
F00000ZHS4,15.78,1.84,1.37,9.75,2.33,9.46,-3.74,-4.7,5.16,-1.37,353,13,18,53.43,,43.5,67,42.88 Bil,48.22,36.56,15.55,0.01,0,63.81,59.52,78.44,29.2,20.57,33.27,54.58,25.32,55.58,58.06,43.6,65.06,65.51,61.2,87.51,46.89,24.24,58.63,72.18,65.09,79.6
F000011DVW,16.32,2.02,1.36,10.8,2.35,11.24,-3.38,-2.62,4.51,0.64,184,11,21,23.93,,42.65,67.59,47.61 Bil,49,35.74,12.28,0,0,49.97,44.99,77.29,28.44,17.35,31.52,59.54,34.3,71.11,53.21,49.28,79.46,68.67,64.65,89.74,49.12,32.26,61.92,76.76,72.99,82.34
F00000YFOR,29.57,4.23,2.48,17.86,1.01,11.4,-0.17,3.83,24.56,12.57,40,20,35,,,64.31,87.45,6.01 Bil,8.33,12.7,59.12,15.02,0,13.64,5.1,18.12,91.72,88.77,97.36,47.24,7.73,93.16,16.56,5.59,31.65,42.69,12.44,68.99,97.99,95.12,99.93,19.31,12.54,20.91
F00000NE6O,17.24,1.8,1.52,9.25,0.87,11.79,-18.16,-9.43,-0.19,1.25,44,10,37,19.59,,57.52,80.54,22.63 Bil,25.68,40.48,30.93,0,0.72,31.94,22.36,63.97,92.9,32.85,92.9,32.76,7.99,79.49,61.71,13.89,73.78,15.68,13.11,90.15,13.31,13.31,78.27,41.95,40.23,87.58
F0GBR04NWX,17.24,1.8,1.52,9.25,0.87,11.79,-18.16,-9.43,-0.19,1.25,44,10,37,19.59,,57.52,80.54,22.63 Bil,25.68,40.48,30.93,0,0.72,31.94,22.36,63.97,92.9,32.85,92.9,32.76,7.99,79.49,61.71,13.89,73.78,15.68,13.11,90.15,13.31,13.31,78.27,41.95,40.23,87.58
F00000VUCI,17.24,1.8,1.52,9.25,0.87,11.79,-18.16,-9.43,-0.19,1.25,44,10,37,19.59,,57.52,80.54,22.63 Bil,25.68,40.48,30.93,0,0.72,31.94,22.36,63.97,92.9,32.85,92.9,32.76,7.99,79.49,61.71,13.89,73.78,15.68,13.11,90.15,13.31,13.31,78.27,41.95,40.23,87.58
F00000YDBN,17.52,2.13,1.67,13.64,1.94,10.13,-2.78,-1.15,14.36,3.68,95,33,26,62.21,,55.8,79.32,33.01 Bil,41.71,29.89,20.9,3.39,0,38.39,32.74,71.74,64.47,19.56,64.68,31.4,7,32.67,61.25,18.5,62.6,50.13,36.79,75.84,40.72,30.47,63.82,62.56,48.66,64.03
F00000UQKS,15.35,1.65,1.07,8.92,1.92,8.75,-6.75,-3.43,-1.16,-0.13,74,14,25,,,48.21,68.41,33.72 Bil,40.03,39.26,19.56,0,0.3,75.31,24.87,76.44,43.95,37.76,70.6,45.75,24.44,82.64,71.95,30.94,81.45,50.24,31.79,70.69,28.5,23.17,72.16,60.32,58.93,80.95
F00000U3S4,15.35,1.65,1.07,8.92,1.92,8.75,-6.75,-3.43,-1.16,-0.13,74,14,25,,,48.21,68.41,33.72 Bil,40.03,39.26,19.56,0,0.3,75.31,24.87,76.44,43.95,37.76,70.6,45.75,24.44,82.64,71.95,30.94,81.45,50.24,31.79,70.69,28.5,23.17,72.16,60.32,58.93,80.95
F00000WF47,20.45,2.7,1.93,17.06,1.6,8.11,-5.95,-3.71,12.29,3.34,57,12,31,-38.18,,64.38,84.84,29.42 Bil,35.85,39.87,16.92,2.26,0,31.38,16.1,37.47,71.3,59.25,82.1,40.23,15.94,89.95,20.78,14.42,33.99,77.98,38.62,83.42,80.24,42.91,85.52,55.08,39.85,59.4
F0GBR04HZO,19.34,2.29,2.01,13.88,1.74,9.82,-5.54,-3.88,10.79,2.87,65,13,27,10.38,,52.54,73.67,40.77 Bil,44.05,40.93,11.39,1.17,0,38.36,31.43,61.78,67.02,32.83,69.59,68.13,24.54,83.09,43.65,29.95,73.78,81.19,41.37,90.33,70.29,37.44,73.99,71.38,54.96,77.04
F00000XGMV,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80,14,26,89,,45.21,68.88,37.53 Bil,44.34,31.39,21.45,0,0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42
F00000MSZ7,14.93,1.78,1.56,10.39,2.52,9.21,-3.63,-4.96,6.88,0.92,80,14,26,89,,45.21,68.88,37.53 Bil,44.34,31.39,21.45,0,0,63.81,37.01,75.17,24.34,14.65,66.83,59.69,17.69,70.98,64.07,20.56,67.83,79.87,46.18,88.88,49.52,24.34,72.76,65.92,62.43,72.42
F000010BFA,17.61,1.93,1.14,9.42,2.57,10.34,-11.49,-5.48,4.7,0.91,37,18,42,,,44.75,69.21,14.94 Bil,9.54,57.11,31.32,1.89,0,54.26,24.39,82.44,40.8,25.55,82.97,53.96,37.95,90.15,79.07,54.37,87.01,69.41,16.55,83.01,19.54,8.57,30.48,33.42,30.31,40.64
F00000WL6H,17.61,1.93,1.14,9.42,2.57,10.34,-11.49,-5.48,4.7,0.91,37,18,42,,,44.75,69.21,14.94 Bil,9.54,57.11,31.32,1.89,0,54.26,24.39,82.44,40.8,25.55,82.97,53.96,37.95,90.15,79.07,54.37,87.01,69.41,16.55,83.01,19.54,8.57,30.48,33.42,30.31,40.64
F00000WRG9,16.37,1.94,1.59,11.12,2.23,11.13,-5.98,-4.48,1.35,-0.42,460,702,18,44.92,,45.03,69.03,46.62 Bil,47.57,38.93,11,0,0,52.88,51.17,70.66,33.95,22.81,36.07,67.08,39.72,70.47,65.2,51.27,71.1,63.64,47.28,85.32,47.35,36.23,62.99,75.25,73.82,80.94
F00000W9MT,16.72,1.94,1.6,11.12,2.27,10.06,-5.98,-4.47,1.64,-0.49,433,12,18,-29,,44.13,68.1,,48.03,39.11,10.45,0,0,52.27,50.45,70.72,34.75,22.85,39.72,68.22,37.75,70.17,63.99,50.67,70.63,65.48,49.54,85.93,50.77,37.34,63.27,76.19,74.72,81.08
F00000W0YB,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3,32,9,50,,,56.06,77.03,20.85 Bil,23.13,45.89,21.54,4.65,0,91.05,39.21,91.05,65.8,15.46,74.12,37.28,19.89,95.18,95.68,88.33,95.68,17.08,12.19,41.37,17.17,12,36.84,47.06,36.05,47.39
F00000W0K7,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3,32,9,50,,,56.06,77.03,20.85 Bil,23.13,45.89,21.54,4.65,0,91.05,39.21,91.05,65.8,15.46,74.12,37.28,19.89,95.18,95.68,88.33,95.68,17.08,12.19,41.37,17.17,12,36.84,47.06,36.05,47.39
F00000XCYF,17.46,1.94,1.45,11.71,2.16,7.71,-2.41,-2.84,11.02,0.42,113,5,27,,,44.31,68.8,29.91 Bil,29.72,41.17,26.83,0,0,49.78,38.05,78.99,30.6,21.37,64.2,55.19,9.66,61.11,31.09,10.02,67.6,76.83,25.9,85.77,42,20.99,60.35,56.39,25.87,64.4
F00000W1FR,17.46,1.94,1.45,11.71,2.16,7.71,-2.41,-2.84,11.02,0.42,113,5,27,,,44.31,68.8,29.91 Bil,29.72,41.17,26.83,0,0,49.78,38.05,78.99,30.6,21.37,64.2,55.19,9.66,61.11,31.09,10.02,67.6,76.83,25.9,85.77,42,20.99,60.35,56.39,25.87,64.4
F00000VP6G,16.85,1.95,1.3,8.56,2.98,7.75,4.77,0.89,14.48,2.98,134,2,23,,,60.47,80.2,28.69 Bil,31.74,42.81,22.96,1.37,0,58.54,46.31,75.34,17.18,13.81,37.49,88.44,10.85,88.44,21.67,15.5,61.02,93.23,41.48,97.03,42.37,24.54,60.74,53.16,41.99,58.03
F00000VWIN,22.46,3.21,3.53,19.52,1.5,10.56,-10.15,-2.85,2.73,4.57,40,6,40,,,55.45,78.51,38.25 Bil,40.08,42.2,13.05,2.68,0,17.39,1,27.88,70.8,29.52,94.75,44.05,6.02,97.2,25.85,1,30.63,52.89,30.21,92.93,67,40.54,97.09,65,51.95,80.39
F000002JGN,17.27,2.07,1.71,10.45,2.09,10.25,-1.46,-4.74,0.92,2.63,50,8,34,75.02,,44.56,67.96,50.02 Bil,54.04,31.9,13.05,0,0,39.54,18.8,59.39,51.31,37.34,80.06,64.42,16.1,84.3,76.99,36.75,81.76,83.84,35.53,89.92,38.79,30.67,73.75,78.42,72,84.81
F00000VCT5,15.77,1.74,1.34,11.87,1.63,15.53,-2.9,-4.99,3.2,-0.15,156,1,27,,,49.48,73.8,21.53 Bil,17.65,57.25,22.58,0.26,0.01,40.85,14.89,60.15,76.72,61.55,91.82,28.4,5.68,82.47,70.02,31.91,93.39,46.42,14.38,75.91,28.33,13.91,76.28,46.53,29.02,61.84
F00000VC0N,15.77,1.74,1.34,11.87,1.63,15.53,-2.9,-4.99,3.2,-0.15,156,1,27,,,49.48,73.8,21.53 Bil,17.65,57.25,22.58,0.26,0.01,40.85,14.89,60.15,76.72,61.55,91.82,28.4,5.68,82.47,70.02,31.91,93.39,46.42,14.38,75.91,28.33,13.91,76.28,46.53,29.02,61.84
F0GBR04EZ8,17.09,1.9,1.22,10.3,1.65,11.84,-12.94,-4.2,-5.27,3.37,52,11,,70.85,,47.45,70.55,25.73 Bil,31.54,40.06,21.92,1.48,0,48.93,22.72,66.71,66.55,37.91,80.23,54.71,18.82,87.04,63.67,27.83,89.74,45.81,23.71,78.65,30.88,15.59,81.68,50.06,44.77,64.4
F0GBR04AH5,17.09,1.9,1.22,10.3,1.65,11.84,-12.94,-4.2,-5.27,3.37,52,11,,70.85,,47.45,70.55,25.73 Bil,31.54,40.06,21.92,1.48,0,48.93,22.72,66.71,66.55,37.91,80.23,54.71,18.82,87.04,63.67,27.83,89.74,45.81,23.71,78.65,30.88,15.59,81.68,50.06,44.77,64.4
F0GBR052I8,17.09,1.9,1.22,10.3,1.65,11.84,-12.94,-4.2,-5.27,3.37,52,11,,70.85,,47.45,70.55,25.73 Bil,31.54,40.06,21.92,1.48,0,48.93,22.72,66.71,66.55,37.91,80.23,54.71,18.82,87.04,63.67,27.83,89.74,45.81,23.71,78.65,30.88,15.59,81.68,50.06,44.77,64.4
F00000WGOU,23.18,2.72,2.55,20.26,1.75,14.44,3.11,-1.15,-0.04,4.35,44,1,35,104.3,,44.68,67.7,33.52 Bil,46.19,30.83,20.68,0,0,24.82,19.63,36.24,74.89,56.47,87.32,42.26,9.92,57.51,47.53,26.57,75.77,80.91,42.47,89.3,85.58,42.81,87.08,64.13,39.18,74.63
F0GBR04S8X,19.42,2.78,2.27,15.31,1.64,8.8,-11.11,-2.43,8.99,1.02,31,9,46,149.68,,49.5,72.11,22.72 Bil,34.39,28.37,32.68,2.05,0.73,24.37,21.65,48.6,65.31,31.09,72.94,59.76,27.3,82.94,65.97,15.36,76.52,33.54,22.52,53.69,61.62,32.43,86.83,47.24,39.73,56.7
F00000OO88,19.42,2.78,2.27,15.31,1.64,8.8,-11.11,-2.43,8.99,1.02,31,9,46,149.68,,49.5,72.11,22.72 Bil,34.39,28.37,32.68,2.05,0.73,24.37,21.65,48.6,65.31,31.09,72.94,59.76,27.3,82.94,65.97,15.36,76.52,33.54,22.52,53.69,61.62,32.43,86.83,47.24,39.73,56.7
F00000SX9M,16.56,2.01,0.97,9.12,2.4,11.28,-8.61,-2.37,16.97,1.68,90,17,28,201.93,,46.57,71.34,19.81 Bil,15.14,44.48,32.25,0,0,60.48,13.39,65.93,41.33,39.7,78.53,37.62,3.54,57.1,39.51,20.01,67.63,73.3,25.64,80.2,32.88,21.99,65.27,40.19,38.52,56.92
F00000RW5L,16.52,2.23,1.15,7.9,3.01,8.51,-0.54,-0.72,11,3.48,115,3,22,,,43.71,65.35,26.66 Bil,32.12,45.23,21.39,0,0,46.77,22.09,63.15,15.23,14.85,71.94,40.21,7.23,85.2,68.52,18,72.04,97.1,77.17,99.47,46.46,37.89,81.68,53.13,29.05,58.55
F00000RW5K,16.52,2.23,1.15,7.9,3.01,8.51,-0.54,-0.72,11,3.48,115,3,22,,,43.71,65.35,26.66 Bil,32.12,45.23,21.39,0,0,46.77,22.09,63.15,15.23,14.85,71.94,40.21,7.23,85.2,68.52,18,72.04,97.1,77.17,99.47,46.46,37.89,81.68,53.13,29.05,58.55
F0GBR04SGT,14.62,1.75,1.21,9.26,2.47,8.21,1.93,-3.66,10.33,0.52,175,8,19,119.08,,44.11,65.37,27.43 Bil,38.25,31.12,26.26,4.03,0,69.47,62.29,84.64,27.46,14.92,47.31,38.17,12.9,70.69,38.94,29.6,75.81,56.97,40.05,85.4,40.78,22.69,72.73,50.1,47.56,74.88
F0GBR04HMG,11.19,1.17,0.92,6.45,2.45,7.67,-8.68,-8.86,-8.87,-0.91,37,25,43,16.06,,53.85,75.82,33.81 Bil,41.13,44.41,14.25,1.39,0,90.09,24.87,97.55,31.33,6.36,81.29,57.26,14.36,96.48,94.1,51.45,94.58,26.5,10.28,39.3,16.1,13.5,58.37,62.1,42.88,70.32
F00000LNW5,11.19,1.17,0.92,6.45,2.45,7.67,-8.68,-8.86,-8.87,-0.91,37,25,43,16.06,,53.85,75.82,33.81 Bil,41.13,44.41,14.25,1.39,0,90.09,24.87,97.55,31.33,6.36,81.29,57.26,14.36,96.48,94.1,51.45,94.58,26.5,10.28,39.3,16.1,13.5,58.37,62.1,42.88,70.32
F000003UW0,14.06,1.57,1.43,10.92,3.05,15.58,-8,-7.14,-4.37,-1.95,25,22,42,26.31,,52.22,75.27,71.54 Bil,74.02,25.02,0,0,0,81.85,58.57,92.54,12.25,7.65,22.93,63.07,10.5,91.47,38.07,17.63,83.16,81.64,45.97,98.14,34.91,18.04,46.29,93.54,89.77,95.84
F00000JUGK,14.06,1.57,1.43,10.92,3.05,15.58,-8,-7.14,-4.37,-1.95,25,22,42,26.31,,52.22,75.27,71.54 Bil,74.02,25.02,0,0,0,81.85,58.57,92.54,12.25,7.65,22.93,63.07,10.5,91.47,38.07,17.63,83.16,81.64,45.97,98.14,34.91,18.04,46.29,93.54,89.77,95.84
F00000TEXB,17.95,1.98,1.75,10.41,2.2,14.46,-7.57,0.3,5.69,1.55,45,1,31,60.96,,45.22,66.84,26.05 Bil,32.85,36.63,23.19,5.94,0,34.72,34.72,80.63,37.74,32.39,82.04,56.63,16.12,82.16,66.33,16.5,81.46,56.16,26.55,72.36,35.61,12.87,60.61,48.24,35.55,53.49
F00000PXES,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63,44,9,36,99.86,,40.17,62.38,,50.82,39.05,7.69,0,0,26.67,21,61.04,63.94,47.93,77.1,55.68,21.05,75.86,63.41,31.68,81.82,74.29,47.21,92.99,82.74,50.83,87.46,79.09,65.06,79.09
F00000PXEU,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63,44,9,36,99.86,,40.17,62.38,53.32 Bil,50.82,39.05,7.69,0,0,26.67,21,61.04,63.94,47.93,77.1,55.68,21.05,75.86,63.41,31.68,81.82,74.29,47.21,92.99,82.74,50.83,87.46,79.09,65.06,79.09
F00000V83A,16.66,1.9,1.73,12.22,1.69,8.19,1.78,2.82,12.12,4.42,92,9,28,,,44.6,69.39,38.49 Bil,44.38,23.71,17.18,0.9,0.17,35.02,32.67,64.89,68.93,37.27,69.15,28.06,20.03,87.13,60.4,34.42,78.68,67.67,22.43,86.21,54.07,19.34,66.33,63.46,53.2,89.39
F0GBR04VEY,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87,108,1,30,19.89,,43.83,66.61,31.21 Bil,39.65,28.01,23.46,1.35,0.17,35.79,35.79,86.11,37.06,15.08,51.44,61.04,29.95,90.81,41.47,41.47,91.91,57.5,27.97,71.4,56.43,29.18,69.73,61.17,53.28,69.97
