SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F00000PIZV,12.57,1.41,1.1,8.12,2.95,16.85,-12.7,-6.51,4.13,-2.59,60,11,,,,46.52,65.18,14.00 Bil,24.94,27.03,33.68,8.58,2.08,77.22,77.22,91.99,17.5,5.37,17.5,78.16,19.27,92.37,85.93,82.46,94.32,30.55,13.43,86.8,24.31,17.22,90.5,47.55,44.3,73.67
F00000OYVK,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F00000O51U,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F0GBR068AW,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F0GBR04S23,13.11,1.3,0.74,7.42,1.99,8.36,-15.61,-6.47,17.68,-1.4,97,9,,95.8,87.38,60.87,76.85,4.03 Bil,8.2,21.8,32.68,33.45,5.41,90.4,70.49,93.17,50.59,16.15,73.28,42.95,11.66,92.97,67.62,25.53,78.01,15.22,8.2,39.83,59.1,38.53,94.92,14.13,12.55,26.72
F00000OPY7,13.11,1.3,0.74,7.42,1.99,8.36,-15.61,-6.47,17.68,-1.4,97,9,,95.8,87.38,60.87,76.85,4.03 Bil,8.2,21.8,32.68,33.45,5.41,90.4,70.49,93.17,50.59,16.15,73.28,42.95,11.66,92.97,67.62,25.53,78.01,15.22,8.2,39.83,59.1,38.53,94.92,14.13,12.55,26.72
F00000SGH5,14.65,1.89,1.39,7.93,1.81,8.58,-4.86,-5.61,-1.05,-0.52,56,2,,,83.34,46.69,67.42,4.30 Bil,7.68,21.89,36.96,27.52,2.45,47.4,26.46,82.5,59.56,27.24,90.97,11.3,11.3,98.05,31.87,14.73,81.35,10.81,4.1,35.82,14.47,10.16,82.49,16.48,10.18,27.11
F0GBR04CUU,17.29,2.65,2.38,17.1,1.42,11.26,-2.57,-10.98,-11.78,-1.11,43,3,,144,72.75,56.99,78.3,13.20 Bil,20.53,29.43,36.92,10.4,0,52.1,20.44,52.1,62.75,13.55,82.77,67.66,7.66,88.3,52.45,11.32,60.57,29.33,10.57,89.59,57.24,27.92,91.16,32.4,32.4,46.63
F00000QS9S,17.29,2.65,2.38,17.1,1.42,11.26,-2.57,-10.98,-11.78,-1.11,43,3,,144,72.75,56.99,78.3,13.20 Bil,20.53,29.43,36.92,10.4,0,52.1,20.44,52.1,62.75,13.55,82.77,67.66,7.66,88.3,52.45,11.32,60.57,29.33,10.57,89.59,57.24,27.92,91.16,32.4,32.4,46.63
F0000043NQ,16.3,1.99,1.38,11.34,1.81,10.24,-9.55,-8.13,4.34,-2.22,0,12,98,45.07,,49.53,73.89,7.21 Bil,17.12,22.88,38.51,13.99,6.56,49.99,39.8,70.2,61.78,28.69,65.44,51.57,21.7,87.04,53.29,33.83,77.04,20.98,8.68,41.55,43.65,34.85,87.42,23.42,22.27,33.04
F0000043NR,16.3,1.99,1.38,11.34,1.81,10.24,-9.55,-8.13,4.34,-2.22,0,12,98,45.07,,49.53,73.89,7.21 Bil,17.12,22.88,38.51,13.99,6.56,49.99,39.8,70.2,61.78,28.69,65.44,51.57,21.7,87.04,53.29,33.83,77.04,20.98,8.68,41.55,43.65,34.85,87.42,23.42,22.27,33.04
F00000VKYD,16.3,1.99,1.38,11.34,1.81,10.24,-9.55,-8.13,4.34,-2.22,0,12,98,45.07,,49.53,73.89,7.21 Bil,17.12,22.88,38.51,13.99,6.56,49.99,39.8,70.2,61.78,28.69,65.44,51.57,21.7,87.04,53.29,33.83,77.04,20.98,8.68,41.55,43.65,34.85,87.42,23.42,22.27,33.04
F00000N703,13.93,2.07,1.4,10.94,3.42,9.13,-6.06,-6.94,-3.53,-3,47,1,35,21.48,49.22,51,68.41,20.01 Bil,35.83,26.32,32.42,2.9,0,75.65,56.04,84.93,9.48,6.5,19.9,83.69,30.07,92.25,74.85,40.77,83.78,47.45,20.55,88.27,49.37,24.48,91.32,46.13,39.59,55.65
F00000OBQT,13.93,2.07,1.4,10.94,3.42,9.13,-6.06,-6.94,-3.53,-3,47,1,35,21.48,49.22,51,68.41,20.01 Bil,35.83,26.32,32.42,2.9,0,75.65,56.04,84.93,9.48,6.5,19.9,83.69,30.07,92.25,74.85,40.77,83.78,47.45,20.55,88.27,49.37,24.48,91.32,46.13,39.59,55.65
F00000OBQR,13.93,2.07,1.4,10.94,3.42,9.13,-6.06,-6.94,-3.53,-3,47,1,35,21.48,49.22,51,68.41,20.01 Bil,35.83,26.32,32.42,2.9,0,75.65,56.04,84.93,9.48,6.5,19.9,83.69,30.07,92.25,74.85,40.77,83.78,47.45,20.55,88.27,49.37,24.48,91.32,46.13,39.59,55.65
F00000N705,16.21,2.41,1.5,13.49,2.4,10.27,-6.43,-3.67,1.23,1.26,42,2,25,70.22,67.56,56.62,79.73,6.76 Bil,21.77,16.68,23.59,32.42,1.19,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000WZIY,16.21,2.41,1.5,13.49,2.4,10.27,-6.43,-3.67,1.23,1.26,42,2,25,70.22,67.56,56.62,79.73,6.76 Bil,21.77,16.68,23.59,32.42,1.19,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000OBQV,16.21,2.41,1.5,13.49,2.4,10.27,-6.43,-3.67,1.23,1.26,42,2,25,70.22,67.56,56.62,79.73,6.76 Bil,21.77,16.68,23.59,32.42,1.19,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000OBQU,16.21,2.41,1.5,13.49,2.4,10.27,-6.43,-3.67,1.23,1.26,42,2,25,70.22,67.56,56.62,79.73,6.76 Bil,21.77,16.68,23.59,32.42,1.19,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000WZIZ,19.3,2.22,2.02,17.39,1.14,11.54,-5.76,-3.93,0.73,5.53,36,1,33,53.14,,69.72,87.95,2.08 Bil,0,0,59.63,37.19,0,27.7,16.24,70.48,82.3,56.53,87.1,55.85,6.03,98.7,10.09,5.11,14.06,21.39,3.88,37.03,54.61,12.1,93.1,10.44,9.22,13.01
F00000OBQX,19.3,2.22,2.02,17.39,1.14,11.54,-5.76,-3.93,0.73,5.53,36,1,33,53.14,,69.72,87.95,2.08 Bil,0,0,59.63,37.19,0,27.7,16.24,70.48,82.3,56.53,87.1,55.85,6.03,98.7,10.09,5.11,14.06,21.39,3.88,37.03,54.61,12.1,93.1,10.44,9.22,13.01
F00000OBQW,19.3,2.22,2.02,17.39,1.14,11.54,-5.76,-3.93,0.73,5.53,36,1,33,53.14,,69.72,87.95,2.08 Bil,0,0,59.63,37.19,0,27.7,16.24,70.48,82.3,56.53,87.1,55.85,6.03,98.7,10.09,5.11,14.06,21.39,3.88,37.03,54.61,12.1,93.1,10.44,9.22,13.01
F00000OBQZ,14.98,2.49,1.49,11.43,3.01,8.14,-6.58,-7.32,-1.88,-1.2,45,1,38,52.16,50.23,47.9,67.59,20.10 Bil,36.86,26.22,29.2,6.03,0,67.97,39.05,78.41,16.51,10,29.47,87.17,25.02,94.4,78.35,51.09,88.47,49.2,23.02,89.83,53.31,24.7,91.48,45.58,41.41,59.42
F00000OBQY,14.98,2.49,1.49,11.43,3.01,8.14,-6.58,-7.32,-1.88,-1.2,45,1,38,52.16,50.23,47.9,67.59,20.10 Bil,36.86,26.22,29.2,6.03,0,67.97,39.05,78.41,16.51,10,29.47,87.17,25.02,94.4,78.35,51.09,88.47,49.2,23.02,89.83,53.31,24.7,91.48,45.58,41.41,59.42
F00000OBQP,16.9,2.77,1.58,14.63,2.62,8.77,-5.87,-4.99,5.81,1.41,47,1,34,32.79,59.44,54.65,74.52,12.14 Bil,25.81,23.24,37.29,9.82,1.53,54.28,30.52,70.78,31.37,16.02,56.15,87.69,30.1,94.86,71.74,32.77,80.74,54.57,20.74,95.07,61.1,28.35,90.65,33.82,29.54,43.01
F00000OBQO,16.9,2.77,1.58,14.63,2.62,8.77,-5.87,-4.99,5.81,1.41,47,1,34,32.79,59.44,54.65,74.52,12.14 Bil,25.81,23.24,37.29,9.82,1.53,54.28,30.52,70.78,31.37,16.02,56.15,87.69,30.1,94.86,71.74,32.77,80.74,54.57,20.74,95.07,61.1,28.35,90.65,33.82,29.54,43.01
F00000ZWX7,11.33,1.35,1.16,6.48,3.77,6.35,-13.44,-5.84,0.4,-0.99,47,8,37,,77.11,53.38,73.65,2.90 Bil,15.22,27.57,7.13,20.05,26.85,93.18,84.83,96.5,16.02,4.97,27.53,83.16,59.71,99.02,89.1,69.27,92.36,15.73,4.45,35.66,77.87,23.36,92.5,12.3,11.13,21.31
F000010DEF,11.33,1.35,1.16,6.48,3.77,6.35,-13.44,-5.84,0.4,-0.99,47,8,37,,77.11,53.38,73.65,2.90 Bil,15.22,27.57,7.13,20.05,26.85,93.18,84.83,96.5,16.02,4.97,27.53,83.16,59.71,99.02,89.1,69.27,92.36,15.73,4.45,35.66,77.87,23.36,92.5,12.3,11.13,21.31
F00000O8FZ,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58,75,11,28,304.66,68.98,63.2,82.08,6.90 Bil,13.92,19.45,41.24,22.35,0.92,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F0GBR06KJM,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58,75,11,28,304.66,68.98,63.2,82.08,6.90 Bil,13.92,19.45,41.24,22.35,0.92,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F0GBR06THP,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58,75,11,28,304.66,68.98,63.2,82.08,6.90 Bil,13.92,19.45,41.24,22.35,0.92,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F00000JVU0,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58,75,11,28,304.66,68.98,63.2,82.08,6.90 Bil,13.92,19.45,41.24,22.35,0.92,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F00000JVTV,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58,75,11,28,304.66,68.98,63.2,82.08,6.90 Bil,13.92,19.45,41.24,22.35,0.92,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F0GBR04OC1,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28,68,5,23,81.98,,58.3,77.77,723.10 Mil,0,0,14.29,61.32,20.66,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F000003VYC,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28,68,5,23,81.98,,58.3,77.77,723.10 Mil,0,0,14.29,61.32,20.66,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F00000YQH5,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28,68,5,23,81.98,,58.3,77.77,723.10 Mil,0,0,14.29,61.32,20.66,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F00000YQH6,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28,68,5,23,81.98,,58.3,77.77,723.10 Mil,0,0,14.29,61.32,20.66,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F00000YQH7,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28,68,5,23,81.98,,58.3,77.77,723.10 Mil,0,0,14.29,61.32,20.66,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F0GBR04OCB,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04,47,6,39,91.24,76.08,56.6,79.63,10.02 Bil,14.17,46.37,30.51,6.95,0.79,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F000003VYM,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04,47,6,39,91.24,76.08,56.6,79.63,10.02 Bil,14.17,46.37,30.51,6.95,0.79,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F00000YQH8,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04,47,6,39,91.24,76.08,56.6,79.63,10.02 Bil,14.17,46.37,30.51,6.95,0.79,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F00000YQH9,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04,47,6,39,91.24,76.08,56.6,79.63,10.02 Bil,14.17,46.37,30.51,6.95,0.79,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F00000YQHA,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04,47,6,39,91.24,76.08,56.6,79.63,10.02 Bil,14.17,46.37,30.51,6.95,0.79,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F0GBR04OC5,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11,180,17,34,28.18,27.23,49.84,70.97,19.89 Bil,36.57,22.1,36.44,3.32,0.08,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F000003VYU,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11,180,17,34,28.18,27.23,49.84,70.97,19.89 Bil,36.57,22.1,36.44,3.32,0.08,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F000003VYG,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11,180,17,34,28.18,27.23,49.84,70.97,19.89 Bil,36.57,22.1,36.44,3.32,0.08,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F00000YQHD,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11,180,17,34,28.18,27.23,49.84,70.97,19.89 Bil,36.57,22.1,36.44,3.32,0.08,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F00000YQHE,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11,180,17,34,28.18,27.23,49.84,70.97,19.89 Bil,36.57,22.1,36.44,3.32,0.08,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F00000YQHF,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11,180,17,34,28.18,27.23,49.84,70.97,19.89 Bil,36.57,22.1,36.44,3.32,0.08,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F0GBR05B96,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49,99,11,40,23.87,,51.51,71.61,34.14 Bil,46.92,31.55,19.92,0,0,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F0GBR04UN1,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49,99,11,40,23.87,,51.51,71.61,34.14 Bil,46.92,31.55,19.92,0,0,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F0GBR06I25,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49,99,11,40,23.87,,51.51,71.61,34.14 Bil,46.92,31.55,19.92,0,0,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F00000YQJW,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49,99,11,40,23.87,,51.51,71.61,34.14 Bil,46.92,31.55,19.92,0,0,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F0GBR04OC3,14.44,1.55,1.27,8.74,2.75,15.9,-8.8,-8.03,-0.11,-2.87,387,200,30,23.18,,46.59,67.98,21.33 Bil,37.4,25.31,25.07,5.31,0.68,69.81,61.99,81.29,27.3,11.86,37.75,78.08,24.5,83.49,84.62,45.62,85.04,24.84,14.46,81.68,43.55,27.53,89.43,48.38,44.31,64.16
F00000OTTN,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F000001U4X,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33,51,3,40,98,52.22,49.75,69.97,23.22 Bil,31.74,33.47,29.66,2.04,0,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F00000OYV1,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F0GBR06JTX,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F0GBR068AV,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F00000YQJX,14.44,1.55,1.27,8.74,2.75,15.9,-8.8,-8.03,-0.11,-2.87,387,200,30,23.18,,46.59,67.98,21.33 Bil,37.4,25.31,25.07,5.31,0.68,69.81,61.99,81.29,27.3,11.86,37.75,78.08,24.5,83.49,84.62,45.62,85.04,24.84,14.46,81.68,43.55,27.53,89.43,48.38,44.31,64.16
F0GBR05B97,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53,155,16,32,62.26,38.06,49.15,71.59,17.90 Bil,33.56,21.08,39.6,3.65,0.22,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F0GBR04OC9,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53,155,16,32,62.26,38.06,49.15,71.59,17.90 Bil,33.56,21.08,39.6,3.65,0.22,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F0GBR06HYX,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53,155,16,32,62.26,38.06,49.15,71.59,17.90 Bil,33.56,21.08,39.6,3.65,0.22,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F000003VYO,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53,155,16,32,62.26,38.06,49.15,71.59,17.90 Bil,33.56,21.08,39.6,3.65,0.22,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F00000OTTJ,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F000002YI4,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78,41,3,39,175,63.73,51.04,71.91,27.32 Bil,31.69,36.59,27.56,1.08,0,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F00000OYVM,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55,33,3,47,38,,52.81,77.08,24.01 Bil,31.71,29.32,32.67,3.97,0,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F0GBR06I18,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55,33,3,47,38,,52.81,77.08,24.01 Bil,31.71,29.32,32.67,3.97,0,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F0GBR068AX,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55,33,3,47,38,,52.81,77.08,24.01 Bil,31.71,29.32,32.67,3.97,0,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F00000OTTW,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55,33,3,47,38,,52.81,77.08,24.01 Bil,31.71,29.32,32.67,3.97,0,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F00000Q5MF,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8,42,12,55,,99.19,70.44,95.91,7.23 Bil,13.04,18.27,31.47,33.34,0,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000Q2JI,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8,42,12,55,,99.19,70.44,95.91,7.23 Bil,13.04,18.27,31.47,33.34,0,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000Q2JH,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8,42,12,55,,99.19,70.44,95.91,7.23 Bil,13.04,18.27,31.47,33.34,0,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000QLHW,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8,42,12,55,,99.19,70.44,95.91,7.23 Bil,13.04,18.27,31.47,33.34,0,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
